1800 29.003757 11.250683 2.577955
1850 29.489511 13.750012 2.144690
1900 40.781085 15.364157 2.654300
1950 47.933925 16.549631 2.896374
2000 35.362035 14.428694 2.450813
2050 41.513632 17.302990 2.399217
2100 56.568908 19.416173 2.913494
2150 58.288308 22.085987 2.639153
2200 61.190468 22.022348 2.778562
2250 70.616966 27.400522 2.577212
2300 76.199742 27.431914 2.777777
2350 85.378286 31.690695 2.694112
2400 73.487821 26.303071 2.793887
