1000 3.460449 3.461590 0.999670 10.084728 0.343137 11.006559 0.314398 11.101285 0.311716 3.518227 0.983577 10.252857 0.337510 11.026664 0.313825 11.105125 0.311608 4.069520 0.850333 2.594466 1.333780 2.485112 1.392472 2.644982 1.308307
1500 15.031540 16.501864 0.910899 35.047034 0.428896 36.605200 0.410639 37.989000 0.395681 16.517506 0.910036 34.598904 0.434451 36.541597 0.411354 37.521400 0.400612 17.195228 0.874169 10.298523 1.459582 8.983014 1.673329 8.778434 1.712325
2000 35.495556 36.972664 0.960048 83.431883 0.425443 87.704298 0.404718 87.856890 0.404015 36.905864 0.961786 81.174290 0.437275 87.853927 0.404029 88.642788 0.400433 36.099010 0.983283 20.253538 1.752560 18.073090 1.964000 17.441690 2.035098
