1000 3.442103 3.143412 10.504375 10.704904 11.273950 3.143963 10.637611 10.958156 11.470019 4.132689 2.791244 2.580615 2.602647
1500 15.009323 11.061437 34.564726 37.084980 38.781495 11.110837 35.015426 37.359762 39.630381 17.200698 10.764188 8.958344 8.528457
2000 35.401655 31.306155 83.432744 87.842781 90.752167 31.224668 82.752372 89.485592 94.653601 36.182046 21.411942 18.004686 17.208959
