10	6501.000000	1589.000000	6501.000000	1589.000000
20	6565.000000	1680.000000	6565.000000	1680.000000
30	7301.000000	1822.000000	6768.000000	1822.000000
40	7218.000000	2022.000000	7022.000000	2022.000000
50	8347.000000	2282.000000	7315.000000	2282.000000
60	10031.000000	2587.000000	7687.000000	2587.000000
70	11746.000000	2960.000000	8115.000000	2960.000000
80	15421.000000	3371.000000	9549.000000	3371.000000
90	15310.000000	3846.000000	10578.000000	3846.000000
100	19559.000000	4377.000000	11362.600000	4377.000000
