1	0.000617 4761.000000	823.000000	0.001040 4773.000000	822.000000
2	0.000622 4760.000000	824.000000	0.001046 4768.000000	822.000000
3	0.000625 4760.000000	826.000000	0.001047 4768.000000	824.000000
4	0.000630 4756.000000	829.000000	0.001059 4767.000000	832.000000
5	0.000640 4755.000000	831.000000	0.001085 4768.000000	833.000000
6	0.000649 4756.000000	835.000000	0.001080 4772.000000	838.000000
