1725	4743169.000000	869670.000000	1857156.000000	869670.000000
1741	4833637.000000	885460.000000	1893748.000000	885460.000000
1757	4931662.000000	901283.000000	1937460.000000	901283.000000
1773	5013426.000000	917415.000000	1964413.000000	917415.000000
1789	5095920.000000	933757.000000	1991642.000000	933757.000000
1805	5178919.000000	950152.000000	2018819.000000	950152.000000
1821	5262457.000000	966660.000000	2046060.000000	966660.000000
1837	5347045.000000	983452.000000	2073889.000000	983452.000000
1853	5431974.000000	1000249.000000	2101501.000000	1000249.000000
1869	5552785.000000	1031683.000000	2166245.000000	1031683.000000
1885	5677023.000000	1048873.000000	2232179.000000	1048873.000000
1901	5775769.000000	1066162.000000	2272088.000000	1066162.000000
1917	5883105.000000	1083607.000000	2320207.000000	1083607.000000
1933	5972205.000000	1101204.000000	2349509.000000	1101204.000000
1949	6062273.000000	1119148.000000	2379411.000000	1119148.000000
1965	6164357.000000	1137030.000000	2420634.000000	1137030.000000
1981	6275336.000000	1155083.000000	2470488.000000	1155083.000000
