1725	17303476.000000	1209186.000000	14509232.000000	1209186.000000
1741	17623917.000000	1230861.000000	14777332.000000	1230861.000000
1757	17953937.000000	1252545.000000	15054836.000000	1252545.000000
1773	18275881.000000	1274621.000000	15323562.000000	1274621.000000
1789	18621954.000000	1296686.000000	15616158.000000	1296686.000000
1805	18943619.000000	1319064.000000	15883701.000000	1319064.000000
1821	19268174.000000	1341904.000000	16153755.000000	1341904.000000
1837	19595668.000000	1364926.000000	16426168.000000	1364926.000000
1853	19925836.000000	1388077.000000	16700927.000000	1388077.000000
1869	20293484.000000	1425384.000000	17014019.000000	1425384.000000
1885	20666379.000000	1448725.000000	17330327.000000	1448725.000000
1901	21010801.000000	1472394.000000	17617655.000000	1472394.000000
1917	21362117.000000	1496274.000000	17911675.000000	1496274.000000
1933	21706454.000000	1520297.000000	18198085.000000	1520297.000000
1949	22065133.000000	1544656.000000	18498437.000000	1544656.000000
1965	22445994.000000	1568938.000000	18820363.000000	1568938.000000
1981	22818413.000000	1593472.000000	19133551.000000	1593472.000000
